Input	Input_source	Output	Output_source
C15086	KEGG	CHEBI:182158	ChEBI
C15507	KEGG	CHEBI:26766	ChEBI
C07310	KEGG	CHEBI:9241	ChEBI
C08845	KEGG	CHEBI:2497	ChEBI
C08847	KEGG	CHEBI:10214	ChEBI
C08849	KEGG	CHEBI:2867	ChEBI
C08850	KEGG	CHEBI:2878	ChEBI
C08851	KEGG	CHEBI:3115	ChEBI
C08854	KEGG	CHEBI:3299	ChEBI
C08855	KEGG	CHEBI:3329	ChEBI
C08857	KEGG	CHEBI:3555	ChEBI
C08859	KEGG	CHEBI:4037	ChEBI
C08863	KEGG	CHEBI:4668	ChEBI
C08864	KEGG	CHEBI:4669	ChEBI
C08865	KEGG	CHEBI:4830	ChEBI
C08870	KEGG	CHEBI:6345	ChEBI
C08871	KEGG	CHEBI:6346	ChEBI
C08875	KEGG	CHEBI:7029	ChEBI
C08878	KEGG	CHEBI:9032	ChEBI
C08881	KEGG	CHEBI:10582	ChEBI
C08883	KEGG	CHEBI:9913	ChEBI
C08884	KEGG	CHEBI:9958	ChEBI
C17522	KEGG	CHEBI:81155	ChEBI
C17523	KEGG	CHEBI:81156	ChEBI
C17524	KEGG	CHEBI:81157	ChEBI
C19986	KEGG	CHEBI:176297	ChEBI
C08635	KEGG	CHEBI:9388	ChEBI
C08690	KEGG	CHEBI:5859	ChEBI
C08759	KEGG	CHEBI:4944	ChEBI
C08779	KEGG	CHEBI:8919	ChEBI
C14881	KEGG	CHEBI:79408	ChEBI
C14911	KEGG	CHEBI:79436	ChEBI
C14913	KEGG	CHEBI:79438	ChEBI
C14984	KEGG	CHEBI:79508	ChEBI
C15090	KEGG	CHEBI:79609	ChEBI
C15385	KEGG	CHEBI:79886	ChEBI
C15461	KEGG	CHEBI:79958	ChEBI
C16921	KEGG	CHEBI:80798	ChEBI
C15506	KEGG	CHEBI:47880	ChEBI
C07554	KEGG	CHEBI:8230	ChEBI
C08154	KEGG	CHEBI:7467	ChEBI
C08158	KEGG	CHEBI:9466	ChEBI
C12859	KEGG	CHEBI:31561	ChEBI
C13077	KEGG	CHEBI:31560	ChEBI
C14259	KEGG	CHEBI:34979	ChEBI
C14477	KEGG	CHEBI:34322	ChEBI
C14486	KEGG	CHEBI:34894	ChEBI
C14503	KEGG	CHEBI:34163	ChEBI
C14603	KEGG	CHEBI:34184	ChEBI
C14607	KEGG	CHEBI:35000	ChEBI
C14624	KEGG	CHEBI:34537	ChEBI
C14634	KEGG	CHEBI:34835	ChEBI
C14635	KEGG	CHEBI:34169	ChEBI
C14640	KEGG	CHEBI:34745	ChEBI
C14645	KEGG	CHEBI:34746	ChEBI
C14658	KEGG	CHEBI:34930	ChEBI
C14663	KEGG	CHEBI:35001	ChEBI
C14667	KEGG	CHEBI:35002	ChEBI
C14889	KEGG	CHEBI:79416	ChEBI
C14924	KEGG	CHEBI:79449	ChEBI
C14928	KEGG	CHEBI:79453	ChEBI
C14947	KEGG	CHEBI:79471	ChEBI
C14954	KEGG	CHEBI:79478	ChEBI
C14955	KEGG	CHEBI:79479	ChEBI
C14957	KEGG	CHEBI:79481	ChEBI
C14974	KEGG	CHEBI:79498	ChEBI
C14990	KEGG	CHEBI:79513	ChEBI
C14992	KEGG	CHEBI:79515	ChEBI
C14999	KEGG	CHEBI:79522	ChEBI
C15009	KEGG	CHEBI:79532	ChEBI
C15023	KEGG	CHEBI:79546	ChEBI
C15046	KEGG	CHEBI:79566	ChEBI
C15057	KEGG	CHEBI:79577	ChEBI
C15064	KEGG	CHEBI:79584	ChEBI
C15088	KEGG	CHEBI:79607	ChEBI
C15157	KEGG	CHEBI:79675	ChEBI
C15166	KEGG	CHEBI:79684	ChEBI
C15171	KEGG	CHEBI:79689	ChEBI
C15180	KEGG	CHEBI:79698	ChEBI
C15186	KEGG	CHEBI:79703	ChEBI
C15228	KEGG	CHEBI:79735	ChEBI
C15282	KEGG	CHEBI:79784	ChEBI
C15283	KEGG	CHEBI:79785	ChEBI
C15284	KEGG	CHEBI:79786	ChEBI
C15289	KEGG	CHEBI:79791	ChEBI
C15290	KEGG	CHEBI:79792	ChEBI
C15304	KEGG	CHEBI:79806	ChEBI
C15313	KEGG	CHEBI:79815	ChEBI
C15314	KEGG	CHEBI:79816	ChEBI
C15321	KEGG	CHEBI:79823	ChEBI
C15322	KEGG	CHEBI:79824	ChEBI
C15324	KEGG	CHEBI:79826	ChEBI
C15331	KEGG	CHEBI:79833	ChEBI
C15333	KEGG	CHEBI:79835	ChEBI
C15346	KEGG	CHEBI:79848	ChEBI
C15350	KEGG	CHEBI:79852	ChEBI
C15359	KEGG	CHEBI:79861	ChEBI
C15372	KEGG	CHEBI:79874	ChEBI
C15373	KEGG	CHEBI:79875	ChEBI
C15374	KEGG	CHEBI:79876	ChEBI
C15382	KEGG	CHEBI:79883	ChEBI
C15404	KEGG	CHEBI:79905	ChEBI
C15408	KEGG	CHEBI:79909	ChEBI
C15414	KEGG	CHEBI:79915	ChEBI
C15417	KEGG	CHEBI:79918	ChEBI
C15421	KEGG	CHEBI:79922	ChEBI
C15423	KEGG	CHEBI:79924	ChEBI
C15440	KEGG	CHEBI:79939	ChEBI
C15446	KEGG	CHEBI:79944	ChEBI
C15447	KEGG	CHEBI:79945	ChEBI
C18374	KEGG	CHEBI:81712	ChEBI
C19493	KEGG	CHEBI:82520	ChEBI
C01958	KEGG	CHEBI:35915	ChEBI
C03587	KEGG	CHEBI:13610	ChEBI
C14646	KEGG	CHEBI:34929	ChEBI
C15029	KEGG	CHEBI:79551	ChEBI
C15079	KEGG	CHEBI:79598	ChEBI
C15133	KEGG	CHEBI:79651	ChEBI
C15146	KEGG	CHEBI:79664	ChEBI
C15190	KEGG	CHEBI:79707	ChEBI
C15309	KEGG	CHEBI:79811	ChEBI
C18375	KEGG	CHEBI:81713	ChEBI
C15263	KEGG	CHEBI:79765	ChEBI
C20585	KEGG	CHEBI:144390	ChEBI
C20586	KEGG	CHEBI:144401	ChEBI
C20587	KEGG	CHEBI:181376	ChEBI
C14249	KEGG	CHEBI:34895	ChEBI
C14655	KEGG	CHEBI:34174	ChEBI
C15068	KEGG	CHEBI:79588	ChEBI
C15070	KEGG	CHEBI:79590	ChEBI
C15085	KEGG	CHEBI:79604	ChEBI
C15087	KEGG	CHEBI:79606	ChEBI
C15151	KEGG	CHEBI:79669	ChEBI
C15170	KEGG	CHEBI:79688	ChEBI
C15175	KEGG	CHEBI:79693	ChEBI
C15325	KEGG	CHEBI:79827	ChEBI
C01985	KEGG	CHEBI:47787	ChEBI
C08806	KEGG	CHEBI:3953	ChEBI
C13797	KEGG	CHEBI:34944	ChEBI
C14637	KEGG	CHEBI:34173	ChEBI
C01986	KEGG	CHEBI:47786	ChEBI
C14383	KEGG	CHEBI:34165	ChEBI
C17514	KEGG	CHEBI:81148	ChEBI
C01876	KEGG	CHEBI:47788	ChEBI
C02941	KEGG	CHEBI:20156	ChEBI
C15395	KEGG	CHEBI:79896	ChEBI
C15016	KEGG	CHEBI:79539	ChEBI
C14500	KEGG	CHEBI:34187	ChEBI
C02940	KEGG	CHEBI:13601	ChEBI
C15326	KEGG	CHEBI:79828	ChEBI
C15338	KEGG	CHEBI:79840	ChEBI
C15354	KEGG	CHEBI:79856	ChEBI
C15099	KEGG	CHEBI:79618	ChEBI
C15137	KEGG	CHEBI:79655	ChEBI
C15035	KEGG	CHEBI:79557	ChEBI
C14919	KEGG	CHEBI:79444	ChEBI
C14978	KEGG	CHEBI:79502	ChEBI
C15416	KEGG	CHEBI:79917	ChEBI
C15422	KEGG	CHEBI:79923	ChEBI
C15036	KEGG	CHEBI:79558	ChEBI
C14628	KEGG	CHEBI:34375	ChEBI
C14269	KEGG	CHEBI:34463	ChEBI
C22107	KEGG	CHEBI:143570	ChEBI
C00619	KEGG	CHEBI:47909	ChEBI
C15119	KEGG	CHEBI:79638	ChEBI
C01881	KEGG	CHEBI:47789	ChEBI
C10795	KEGG	CHEBI:3249	ChEBI
C10797	KEGG	CHEBI:3999	ChEBI
C10799	KEGG	CHEBI:4029	ChEBI
C10801	KEGG	CHEBI:4032	ChEBI
C10818	KEGG	CHEBI:9184	ChEBI
C10821	KEGG	CHEBI:9189	ChEBI
C20059	KEGG	CHEBI:144411	ChEBI
C00338	KEGG	CHEBI:16412	ChEBI
C20978	KEGG	CHEBI:138877	ChEBI
C20979	KEGG	CHEBI:172917	ChEBI
C04265	KEGG	CHEBI:176872	ChEBI
C06744	KEGG	CHEBI:20011	ChEBI
C04473	KEGG	CHEBI:27734	ChEBI
C05005	KEGG	CHEBI:33563	ChEBI
C05005	KEGG	CHEBI:33563	ChEBI
C18191	KEGG	CHEBI:26723	ChEBI
C17516	KEGG	CHEBI:81150	ChEBI
C04218	KEGG	CHEBI:18234	ChEBI
C04465	KEGG	CHEBI:18195	ChEBI
C00419	KEGG	CHEBI:15986	ChEBI
C00066	KEGG	CHEBI:17843	ChEBI
C01635	KEGG	CHEBI:29170	ChEBI
C00886	KEGG	CHEBI:17732	ChEBI
C01636	KEGG	CHEBI:29171	ChEBI
C02163	KEGG	CHEBI:18366	ChEBI
C01637	KEGG	CHEBI:29172	ChEBI
C03402	KEGG	CHEBI:29265	ChEBI
C06113	KEGG	CHEBI:29151	ChEBI
C01638	KEGG	CHEBI:29186	ChEBI
C02984	KEGG	CHEBI:29158	ChEBI
C01639	KEGG	CHEBI:29167	ChEBI
C03125	KEGG	CHEBI:29152	ChEBI
C01640	KEGG	CHEBI:29168	ChEBI
C06112	KEGG	CHEBI:29165	ChEBI
C02282	KEGG	CHEBI:29166	ChEBI
C01641	KEGG	CHEBI:29175	ChEBI
C02987	KEGG	CHEBI:29157	ChEBI
C01642	KEGG	CHEBI:29176	ChEBI
C02412	KEGG	CHEBI:29156	ChEBI
C01643	KEGG	CHEBI:29178	ChEBI
C02988	KEGG	CHEBI:29155	ChEBI
C01645	KEGG	CHEBI:29169	ChEBI
C02047	KEGG	CHEBI:16624	ChEBI
C01646	KEGG	CHEBI:29185	ChEBI
C01931	KEGG	CHEBI:16047	ChEBI
C01647	KEGG	CHEBI:29173	ChEBI
C02430	KEGG	CHEBI:16635	ChEBI
C05336	KEGG	CHEBI:9100	ChEBI
C01648	KEGG	CHEBI:29184	ChEBI
C03511	KEGG	CHEBI:29153	ChEBI
C01649	KEGG	CHEBI:29177	ChEBI
C02702	KEGG	CHEBI:29154	ChEBI
C06481	KEGG	CHEBI:13170	ChEBI
C06482	KEGG	CHEBI:13166	ChEBI
C01650	KEGG	CHEBI:29179	ChEBI
C02553	KEGG	CHEBI:29162	ChEBI
C01651	KEGG	CHEBI:29180	ChEBI
C02992	KEGG	CHEBI:29163	ChEBI
C01652	KEGG	CHEBI:29181	ChEBI
C03512	KEGG	CHEBI:29159	ChEBI
C00787	KEGG	CHEBI:29182	ChEBI
C02839	KEGG	CHEBI:29161	ChEBI
C01653	KEGG	CHEBI:29183	ChEBI
C02554	KEGG	CHEBI:29164	ChEBI
C01644	KEGG	CHEBI:29174	ChEBI
C03127	KEGG	CHEBI:29160	ChEBI
C05156	KEGG	CHEBI:2651	ChEBI
C03294	KEGG	CHEBI:17119	ChEBI
C04833	KEGG	CHEBI:17894	ChEBI
C00240	KEGG	CHEBI:18111	ChEBI
C04153	KEGG	CHEBI:18143	ChEBI
C00039	KEGG	CHEBI:16991	ChEBI
C00434	KEGG	CHEBI:4705	ChEBI
C03463	KEGG	CHEBI:1359	ChEBI
C03475	KEGG	CHEBI:1981	ChEBI
C00420	KEGG	CHEBI:18154	ChEBI
C00464	KEGG	CHEBI:28808	ChEBI
C02492	KEGG	CHEBI:27857	ChEBI
C01654	KEGG	CHEBI:27912	ChEBI
C02474	KEGG	CHEBI:22590	ChEBI
C00718	KEGG	CHEBI:28102	ChEBI
C00369	KEGG	CHEBI:28017	ChEBI
C00478	KEGG	CHEBI:6452	ChEBI
C13156	KEGG	CHEBI:31770	ChEBI
C02616	KEGG	CHEBI:28100	ChEBI
C00372	KEGG	CHEBI:18269	ChEBI
C00372	KEGG	CHEBI:52071	ChEBI
C00551	KEGG	CHEBI:28793	ChEBI
C02490	KEGG	CHEBI:27517	ChEBI
C00965	KEGG	CHEBI:37671	ChEBI
C02493	KEGG	CHEBI:27380	ChEBI
C00760	KEGG	CHEBI:18246	ChEBI
C00182	KEGG	CHEBI:28087	ChEBI
C00807	KEGG	CHEBI:18233	ChEBI
C00721	KEGG	CHEBI:28675	ChEBI
C01898	KEGG	CHEBI:3523	ChEBI
C02049	KEGG	CHEBI:28912	ChEBI
C02762	KEGG	CHEBI:28560	ChEBI
C00973	KEGG	CHEBI:17623	ChEBI
C13183	KEGG	CHEBI:495055	ChEBI
C01935	KEGG	CHEBI:18398	ChEBI
C05796	KEGG	CHEBI:37165	ChEBI
C01399	KEGG	CHEBI:2511	ChEBI
C08815	KEGG	CHEBI:2509	ChEBI
C00470	KEGG	CHEBI:15446	ChEBI
C00569	KEGG	CHEBI:27569	ChEBI
C02352	KEGG	CHEBI:37166	ChEBI
C00707	KEGG	CHEBI:37166	ChEBI
C06016	KEGG	CHEBI:15447	ChEBI
C02352	KEGG	CHEBI:15447	ChEBI
C02352	KEGG	CHEBI:15447	ChEBI
C01889	KEGG	CHEBI:28427	ChEBI
C06215	KEGG	CHEBI:28796	ChEBI
C01355	KEGG	CHEBI:28796	ChEBI
C03323	KEGG	CHEBI:15443	ChEBI
C06215	KEGG	CHEBI:16703	ChEBI
C05144	KEGG	CHEBI:468	ChEBI
C01923	KEGG	CHEBI:16966	ChEBI
C01810	KEGG	CHEBI:17020	ChEBI
C02101	KEGG	CHEBI:17020	ChEBI
C01768	KEGG	CHEBI:17548	ChEBI
C00771	KEGG	CHEBI:6364	ChEBI
C06707	KEGG	CHEBI:30049	ChEBI
C02545	KEGG	CHEBI:18085	ChEBI
C05114	KEGG	CHEBI:37395	ChEBI
C00518	KEGG	CHEBI:16336	ChEBI
C00518	KEGG	CHEBI:16336	ChEBI
C01490	KEGG	CHEBI:4439	ChEBI
C00401	KEGG	CHEBI:16137	ChEBI
C00889	KEGG	CHEBI:8005	ChEBI
C00461	KEGG	CHEBI:17029	ChEBI
C00461	KEGG	CHEBI:17029	ChEBI
C08721	KEGG	CHEBI:8324	ChEBI
C00734	KEGG	CHEBI:16261	ChEBI
C00317	KEGG	CHEBI:28057	ChEBI
C04034	KEGG	CHEBI:17914	ChEBI
C01698	KEGG	CHEBI:16883	ChEBI
C06705	KEGG	CHEBI:3379	ChEBI
C00714	KEGG	CHEBI:17309	ChEBI
C07299	KEGG	CHEBI:23417	ChEBI
C08481	KEGG	CHEBI:16700	ChEBI
C14251	KEGG	CHEBI:34061	ChEBI
C14252	KEGG	CHEBI:34058	ChEBI
C07261	KEGG	CHEBI:9147	ChEBI
C19131	KEGG	CHEBI:82252	ChEBI
C18733	KEGG	CHEBI:81922	ChEBI
C07312	KEGG	CHEBI:63581	ChEBI
C00237	KEGG	CHEBI:17245	ChEBI
C00237	KEGG	CHEBI:17245	ChEBI
C00011	KEGG	CHEBI:16526	ChEBI
C19033	KEGG	CHEBI:23012	ChEBI
C18445	KEGG	CHEBI:39285	ChEBI
C05703	KEGG	CHEBI:64685	ChEBI
C22626	KEGG	CHEBI:43089	ChEBI
C18508	KEGG	CHEBI:39178	ChEBI
C18508	KEGG	CHEBI:39177	ChEBI
C18509	KEGG	CHEBI:39183	ChEBI
C18513	KEGG	CHEBI:39185	ChEBI
C18513	KEGG	CHEBI:39186	ChEBI
C14592	KEGG	CHEBI:21759	ChEBI
C11146	KEGG	CHEBI:28216	ChEBI
C07331	KEGG	CHEBI:16573	ChEBI
C01857	KEGG	CHEBI:26952	ChEBI
C01857	KEGG	CHEBI:16555	ChEBI
C19150	KEGG	CHEBI:144353	ChEBI
C12189	KEGG	CHEBI:32277	ChEBI
C09734	KEGG	CHEBI:67897	ChEBI
C10464	KEGG	CHEBI:68051	ChEBI
C10480	KEGG	CHEBI:68234	ChEBI
C12193	KEGG	CHEBI:68310	ChEBI
C12163	KEGG	CHEBI:68312	ChEBI
C09372	KEGG	CHEBI:68991	ChEBI
C08449	KEGG	CHEBI:69236	ChEBI
C11847	KEGG	CHEBI:69440	ChEBI
C09231	KEGG	CHEBI:69444	ChEBI
C08630	KEGG	CHEBI:69744	ChEBI
C09771	KEGG	CHEBI:69796	ChEBI
C09773	KEGG	CHEBI:69797	ChEBI
C09979	KEGG	CHEBI:70327	ChEBI
C09185	KEGG	CHEBI:70548	ChEBI
C09108	KEGG	CHEBI:70549	ChEBI
C01579	KEGG	CHEBI:47916	ChEBI
C09479	KEGG	CHEBI:27679	ChEBI
C08574	KEGG	CHEBI:2772	ChEBI
C08575	KEGG	CHEBI:2923	ChEBI
C09641	KEGG	CHEBI:2246	ChEBI
C09650	KEGG	CHEBI:2245	ChEBI
C09757	KEGG	CHEBI:2267	ChEBI
C09760	KEGG	CHEBI:6118	ChEBI
C11264	KEGG	CHEBI:2268	ChEBI
C14137	KEGG	CHEBI:34472	ChEBI
C15598	KEGG	CHEBI:79987	ChEBI
C00766	KEGG	CHEBI:5070	ChEBI
C02099	KEGG	CHEBI:15606	ChEBI
C15118	KEGG	CHEBI:79637	ChEBI
C09832	KEGG	CHEBI:174571	ChEBI
C19895	KEGG	CHEBI:63329	ChEBI
C10190	KEGG	CHEBI:9400	ChEBI
C10186	KEGG	CHEBI:9159	ChEBI
C14948	KEGG	CHEBI:79472	ChEBI
C14942	KEGG	CHEBI:79466	ChEBI
C14943	KEGG	CHEBI:79467	ChEBI
C14953	KEGG	CHEBI:79477	ChEBI
C14944	KEGG	CHEBI:79468	ChEBI
C10112	KEGG	CHEBI:7602	ChEBI
C15608	KEGG	CHEBI:42491	ChEBI
C10043	KEGG	CHEBI:42491	ChEBI
C09037	KEGG	CHEBI:171988	ChEBI
C17868	KEGG	CHEBI:175531	ChEBI
C02347	KEGG	CHEBI:175621	ChEBI
C07593	KEGG	CHEBI:28201	ChEBI
C10535	KEGG	CHEBI:9442	ChEBI
C10512	KEGG	CHEBI:7886	ChEBI
C16189	KEGG	CHEBI:80370	ChEBI
C10417	KEGG	CHEBI:4357	ChEBI
C00799	KEGG	CHEBI:18220	ChEBI
C03074	KEGG	CHEBI:1734	ChEBI
C15076	KEGG	CHEBI:79596	ChEBI
C02168	KEGG	CHEBI:174348	ChEBI
C17958	KEGG	CHEBI:81410	ChEBI
C10471	KEGG	CHEBI:5972	ChEBI
C10536	KEGG	CHEBI:9507	ChEBI
C15616	KEGG	CHEBI:12257	ChEBI
C10527	KEGG	CHEBI:9045	ChEBI
C10203	KEGG	CHEBI:70036	ChEBI
C15060	KEGG	CHEBI:79580	ChEBI
C01927	KEGG	CHEBI:27945	ChEBI
C10207	KEGG	CHEBI:4019	ChEBI
C10418	KEGG	CHEBI:63	ChEBI
C10506	KEGG	CHEBI:6937	ChEBI
C10511	KEGG	CHEBI:7797	ChEBI
C10519	KEGG	CHEBI:8329	ChEBI
C10532	KEGG	CHEBI:9358	ChEBI
C10537	KEGG	CHEBI:9643	ChEBI
C16227	KEGG	CHEBI:80394	ChEBI
C16228	KEGG	CHEBI:80395	ChEBI
C09158	KEGG	CHEBI:3328	ChEBI
C10414	KEGG	CHEBI:4308	ChEBI
C10504	KEGG	CHEBI:6728	ChEBI
C10685	KEGG	CHEBI:5462	ChEBI
C09275	KEGG	CHEBI:69990	ChEBI
C15589	KEGG	CHEBI:23086	ChEBI
C01484	KEGG	CHEBI:27618	ChEBI
C01484	KEGG	CHEBI:48965	ChEBI
C15589	KEGG	CHEBI:48965	ChEBI
C08650	KEGG	CHEBI:310312	ChEBI
C16404	KEGG	CHEBI:80484	ChEBI
C14585	KEGG	CHEBI:34398	ChEBI
C15525	KEGG	CHEBI:10836	ChEBI
C16408	KEGG	CHEBI:66904	ChEBI
C00774	KEGG	CHEBI:17276	ChEBI
C00774	KEGG	CHEBI:17276	ChEBI
C09754	KEGG	CHEBI:27400	ChEBI
C09471	KEGG	CHEBI:2871	ChEBI
C04271	KEGG	CHEBI:15648	ChEBI
C04271	KEGG	CHEBI:15648	ChEBI
C01263	KEGG	CHEBI:15649	ChEBI
C10514	KEGG	CHEBI:17556	ChEBI
C05230	KEGG	CHEBI:17556	ChEBI
C05229	KEGG	CHEBI:17465	ChEBI
C05229	KEGG	CHEBI:17465	ChEBI
C01729	KEGG	CHEBI:6714	ChEBI
C10503	KEGG	CHEBI:100	ChEBI
C10198	KEGG	CHEBI:73	ChEBI
C10200	KEGG	CHEBI:2727	ChEBI
C10206	KEGG	CHEBI:3917	ChEBI
C10424	KEGG	CHEBI:5718	ChEBI
C10461	KEGG	CHEBI:1867	ChEBI
C10508	KEGG	CHEBI:105	ChEBI
C10531	KEGG	CHEBI:118	ChEBI
C10538	KEGG	CHEBI:9714	ChEBI
C10539	KEGG	CHEBI:123	ChEBI
C16223	KEGG	CHEBI:80390	ChEBI
C16224	KEGG	CHEBI:80391	ChEBI
C16231	KEGG	CHEBI:80396	ChEBI
C17416	KEGG	CHEBI:81072	ChEBI
C05229	KEGG	CHEBI:175277	ChEBI
C17471	KEGG	CHEBI:81113	ChEBI
C17472	KEGG	CHEBI:81114	ChEBI
C17475	KEGG	CHEBI:81117	ChEBI
C10020	KEGG	CHEBI:166640	ChEBI
C14985	KEGG	CHEBI:174981	ChEBI
C17762	KEGG	CHEBI:188563	ChEBI
C13173	KEGG	CHEBI:32109	ChEBI
C07798	KEGG	CHEBI:4562	ChEBI
C02356	KEGG	CHEBI:74359	ChEBI
C03726	KEGG	CHEBI:142409	ChEBI
C04022	KEGG	CHEBI:16457	ChEBI
C08063	KEGG	CHEBI:28286	ChEBI
C01066	KEGG	CHEBI:17766	ChEBI
C01066	KEGG	CHEBI:17766	ChEBI
C06105	KEGG	CHEBI:41674	ChEBI
C04287	KEGG	CHEBI:16145	ChEBI
C04287	KEGG	CHEBI:16145	ChEBI
C00414	KEGG	CHEBI:17854	ChEBI
C03228	KEGG	CHEBI:17611	ChEBI
C03228	KEGG	CHEBI:17611	ChEBI
C01295	KEGG	CHEBI:16058	ChEBI
C08638	KEGG	CHEBI:9602	ChEBI
C09055	KEGG	CHEBI:2169	ChEBI
C09674	KEGG	CHEBI:5539	ChEBI
C10158	KEGG	CHEBI:6703	ChEBI
C16967	KEGG	CHEBI:80831	ChEBI
C00557	KEGG	CHEBI:16486	ChEBI
C21248	KEGG	CHEBI:176924	ChEBI
C19956	KEGG	CHEBI:178344	ChEBI
C21339	KEGG	CHEBI:190242	ChEBI
C21249	KEGG	CHEBI:207657	ChEBI
C18609	KEGG	CHEBI:229912	ChEBI
C15595	KEGG	CHEBI:75507	ChEBI
C06588	KEGG	CHEBI:17097	ChEBI
C07469	KEGG	CHEBI:5959	ChEBI
C07072	KEGG	CHEBI:6541	ChEBI
C15554	KEGG	CHEBI:74125	ChEBI
C07709	KEGG	CHEBI:3348	ChEBI
C09918	KEGG	CHEBI:2920	ChEBI
C09971	KEGG	CHEBI:9294	ChEBI
C10358	KEGG	CHEBI:6002	ChEBI
C10550	KEGG	CHEBI:4361	ChEBI
C10630	KEGG	CHEBI:5759	ChEBI
C10651	KEGG	CHEBI:6643	ChEBI
C10939	KEGG	CHEBI:7266	ChEBI
C12019	KEGG	CHEBI:29470	ChEBI
C12181	KEGG	CHEBI:31723	ChEBI
C13771	KEGG	CHEBI:34965	ChEBI
C14189	KEGG	CHEBI:34235	ChEBI
C14190	KEGG	CHEBI:34220	ChEBI
C14193	KEGG	CHEBI:34244	ChEBI
C14195	KEGG	CHEBI:34394	ChEBI
C14197	KEGG	CHEBI:34198	ChEBI
C14198	KEGG	CHEBI:34210	ChEBI
C14203	KEGG	CHEBI:34196	ChEBI
C14370	KEGG	CHEBI:34279	ChEBI
C14371	KEGG	CHEBI:34419	ChEBI
C14372	KEGG	CHEBI:34278	ChEBI
C14376	KEGG	CHEBI:34417	ChEBI
C14381	KEGG	CHEBI:34418	ChEBI
C14382	KEGG	CHEBI:34415	ChEBI
C14443	KEGG	CHEBI:34320	ChEBI
C14471	KEGG	CHEBI:34416	ChEBI
C14726	KEGG	CHEBI:34194	ChEBI
C14728	KEGG	CHEBI:34195	ChEBI
C14730	KEGG	CHEBI:34200	ChEBI
C14736	KEGG	CHEBI:34191	ChEBI
C14737	KEGG	CHEBI:34362	ChEBI
C14755	KEGG	CHEBI:34268	ChEBI
C15202	KEGG	CHEBI:79717	ChEBI
C15212	KEGG	CHEBI:79725	ChEBI
C15213	KEGG	CHEBI:79726	ChEBI
C15649	KEGG	CHEBI:80003	ChEBI
C17519	KEGG	CHEBI:81152	ChEBI
C18392	KEGG	CHEBI:81726	ChEBI
C19031	KEGG	CHEBI:82161	ChEBI
C19217	KEGG	CHEBI:82308	ChEBI
C19225	KEGG	CHEBI:82315	ChEBI
C19231	KEGG	CHEBI:82321	ChEBI
C19403	KEGG	CHEBI:82451	ChEBI
C19411	KEGG	CHEBI:82459	ChEBI
C19473	KEGG	CHEBI:82504	ChEBI
C19533	KEGG	CHEBI:82540	ChEBI
C20316	KEGG	CHEBI:138830	ChEBI
C20285	KEGG	CHEBI:177487	ChEBI
C11433	KEGG	CHEBI:27753	ChEBI
C03243	KEGG	CHEBI:37454	ChEBI
C04468	KEGG	CHEBI:15386	ChEBI
C11428	KEGG	CHEBI:28951	ChEBI
C10257	KEGG	CHEBI:28678	ChEBI
C03164	KEGG	CHEBI:16760	ChEBI
C19457	KEGG	CHEBI:35860	ChEBI
C07634	KEGG	CHEBI:5612	ChEBI
C09976	KEGG	CHEBI:9861	ChEBI
C10251	KEGG	CHEBI:3806	ChEBI
C10258	KEGG	CHEBI:5072	ChEBI
C10261	KEGG	CHEBI:5726	ChEBI
C10267	KEGG	CHEBI:6540	ChEBI
C10272	KEGG	CHEBI:7779	ChEBI
C18249	KEGG	CHEBI:81600	ChEBI
C18252	KEGG	CHEBI:81603	ChEBI
C18253	KEGG	CHEBI:81604	ChEBI
C18254	KEGG	CHEBI:81605	ChEBI
C18255	KEGG	CHEBI:81606	ChEBI
C18267	KEGG	CHEBI:81618	ChEBI
C18273	KEGG	CHEBI:81624	ChEBI
C18286	KEGG	CHEBI:81637	ChEBI
C18678	KEGG	CHEBI:81885	ChEBI
C18679	KEGG	CHEBI:81886	ChEBI
C18681	KEGG	CHEBI:81888	ChEBI
C19195	KEGG	CHEBI:82290	ChEBI
C19335	KEGG	CHEBI:82395	ChEBI
C19336	KEGG	CHEBI:82396	ChEBI
C19342	KEGG	CHEBI:82401	ChEBI
C19381	KEGG	CHEBI:82434	ChEBI
C19389	KEGG	CHEBI:82438	ChEBI
C19390	KEGG	CHEBI:82439	ChEBI
C19407	KEGG	CHEBI:82455	ChEBI
C19466	KEGG	CHEBI:82498	ChEBI
C19471	KEGG	CHEBI:82502	ChEBI
C19475	KEGG	CHEBI:82505	ChEBI
C19489	KEGG	CHEBI:82517	ChEBI
C19561	KEGG	CHEBI:82559	ChEBI
C19562	KEGG	CHEBI:82560	ChEBI
C19607	KEGG	CHEBI:82593	ChEBI
C20167	KEGG	CHEBI:138855	ChEBI
C20824	KEGG	CHEBI:181932	ChEBI
C12336	KEGG	CHEBI:31504	ChEBI
C04883	KEGG	CHEBI:29110	ChEBI
C01621	KEGG	CHEBI:48549	ChEBI
C10658	KEGG	CHEBI:6645	ChEBI
C07621	KEGG	CHEBI:6808	ChEBI
C09335	KEGG	CHEBI:2707	ChEBI
C09932	KEGG	CHEBI:5602	ChEBI
C10845	KEGG	CHEBI:3006	ChEBI
C10954	KEGG	CHEBI:7475	ChEBI
C11707	KEGG	CHEBI:8463	ChEBI
C12338	KEGG	CHEBI:31754	ChEBI
C12340	KEGG	CHEBI:31213	ChEBI
